rank,total_deposits,bank_name,latitude,longitude
3300,138376000.0,Farmers State Bank of Western Illinois,41.2007339,-90.749552
3301,138298000.0,The Exchange Bank,14.560122,121.0154807
3302,138200000.0,Audubon State Bank,41.7187833,-94.9326101
3303,138084000.0,Bank of Estes Park,40.3779448,-105.5212719
3304,138076000.0,Atkins Savings Bank & Trust,,
3305,137919000.0,Independent Farmers Bank,40.0534564,-94.5233921
3306,137895000.0,The Harrison County Bank,,
3307,137861000.0,The Warrington Bank,53.3906949,-2.5987674
3308,137279000.0,Union State Bank,33.3915734,-86.7966417
3309,137250000.0,Woodland Bank,53.2247546,-2.8281203
3310,137163000.0,Fannin Bank,,
3311,137091000.0,Bank of Cadiz and Trust Company,,
3312,136955000.0,The Fayette County National Bank of Fayetteville,,
3313,136948000.0,"Big Bend Banks, N.A.",,
3314,136845000.0,Farmers National Bank of Griggsville,,
3315,136822000.0,First State Bank of Porter,41.6156943,-87.072385
3316,136608000.0,Bay Port State Bank,43.8293795,-83.278869
3317,136593000.0,The Bank of Baker,,
3318,136519000.0,The First National Bank of Scott City,,
3319,136165000.0,BANK,51.5131048,-0.0893749
3320,136141000.0,Garden Plain State Bank,,
3321,136112000.0,Holmes County Bank,51.5096611,-0.0810593
3322,135886000.0,Utah Independent Bank,38.2765788,-112.6416317
3323,135742000.0,The First State Bank of Rosemount,,
3324,135590000.0,Northeast Missouri State Bank,,
3325,135554000.0,Peoples State Bank,44.9583934,-89.6601737
3326,135550000.0,Federation Bank,13.0484318,80.2506962
3327,135488000.0,The Brady National Bank,,
3328,135327000.0,First State Bank of Forsyth,46.2651604,-106.6793211
3329,135321000.0,State Bank of Missouri,39.0192112,-94.1975865
3330,135194000.0,The First National Bank of Eagle Lake,,
3331,134904000.0,Valley Central Bank,39.3893317,-84.4530645
3332,134842000.0,Bank of Monticello,33.3047329,-83.6832065
3333,134817000.0,Bank of Maysville,,
3334,134812000.0,North Central Bank,39.2671706,-94.5768664
3335,134629000.0,Perennial Bank,45.3818414,-94.7122447
3336,134562000.0,Riverwind Bank,35.2466012,-91.7562968
3337,134492000.0,Farmers National Bank,40.1077568,-83.2672442
3338,134471000.0,The First State Bank of Shelby,,
3339,134367000.0,Farmers and Merchants Bank,40.4524013,-86.9101344
3340,134352000.0,Canton Co-operative Bank,,
3341,134181000.0,Templeton Savings Bank,42.6096464,-72.0758887
3342,134051000.0,The Sacramento Deposit Bank,,
3343,133802000.0,The First National Bank of Arenzville,,
3344,133612000.0,"First New Mexico Bank, Las Cruces",,
3345,133462000.0,Bank Name Not Available,,
3346,133443000.0,Community Bank of Pleasant Hill,38.8207655,-94.2646629
3347,133361000.0,The Jefferson Bank,38.4939735,-90.6303908
3348,133125000.0,Texas Financial Bank,29.7703677,-95.4016128
3349,133102000.0,The Citizens National Bank of Woodsfield,,
3350,132987000.0,Bank of Dawson,,
3351,132941000.0,Security State Bank of Hibbing,,
3352,132869000.0,Great North Bank,47.4746901,21.7350146
3353,132547000.0,Bank of Camilla,,
3354,132507000.0,Security Bank and Trust Company,29.3109,-96.09997
3355,132440000.0,The First National Bank in Cimarron,,
3356,132248000.0,First Federal Savings and Loan Association of Greensburg,,
3357,132179000.0,Liberty State Bank,36.0779146,-86.0332671
3358,132163000.0,Texas National Bank,32.2948813,-95.2614728
3359,132109000.0,"1st Federal Savings Bank of SC, Inc.",,
3360,132058000.0,State Bank & Trust Company,33.95787,-84.5499185
3361,132051000.0,Beach Cities Commercial Bank,,
3362,131958000.0,Farmers Trust & Savings Bank,41.6613413,-92.0105587
3363,131919000.0,Normangee State Bank,,
3364,131899000.0,Du Quoin State Bank,,
3365,131870000.0,Farmers State Bank,35.0916219,-92.4415866
3366,131857000.0,United Pacific Bank,34.0628383,-118.123448
3367,131821000.0,Vermilion Bank & Trust Company,,
3368,131620000.0,Hyden Citizens Bank,,
3369,131286000.0,Security State Bank of Warroad,,
3370,130880000.0,West View Savings Bank,40.5697775,-80.0377065
3371,130588000.0,Sidney State Bank,,
3372,130419000.0,Bank of Crocker,37.9455033,-92.2650318
3373,130335000.0,GSL Savings Bank,,
3374,130253000.0,Home Banking Company,,
3375,130239000.0,Bank of Halls,9.9645968,8.8816909
3376,130034000.0,Commonwealth Co-operative Bank,42.4675783,-71.1775894
3377,129707000.0,"Commonwealth Community Bank, Inc.",,
3378,129703000.0,Greenfield Banking Company,39.7842384,-85.801464
3379,129591000.0,Farmers and Merchants State Bank,32.75966,-97.79718
3380,129503000.0,Lake Region Bank,-2.1049174,33.08543
3381,129418000.0,The Putnam County National Bank of Carmel,,
3382,129386000.0,Preferred Bank,40.7562843,-73.8288479
3383,129151000.0,Family Bank,-1.272324,36.9110142
3384,128776000.0,Bank of Salem,37.6456036,-91.5365259
3385,128734000.0,The First National Bank of Hugo,,
3386,128646000.0,GreenLeaf Bank,,
3387,128613000.0,Union State Bank,33.3915734,-86.7966417
3388,128540000.0,Bank of South Texas,26.2366146,-98.19835
3389,128335000.0,The First National Bank of Cokato,,
3390,128330000.0,DeWitt Savings Bank,,
3391,128260000.0,"Graham Savings and Loan, SSB",,
3392,128246000.0,SNB Bank,36.4552445,-100.5390377
3393,128131000.0,Heritage Bank,17.2458462,-89.0023818
3394,128069000.0,Gogebic Range Bank,46.4793023,-90.0507249
3395,128012000.0,State Bank of Fairmont,,
3396,128011000.0,The First National Bank of Quitaque,,
3397,127869000.0,The First State Bank,38.4089817,-82.2955603
3398,127858000.0,Town Center Bank,41.5697282,-93.8061373
3399,127844000.0,Sweet Water State Bank,,
3400,127320000.0,Bristol Morgan Bank,,
3401,127183000.0,The Merchants & Citizens Bank,36.1906537,-83.3598086
3402,127164000.0,First State Bank,42.3312696,-83.0482988
3403,127131000.0,Bank of Greeleyville,,
3404,127123000.0,Security Bank Minnesota,47.4921042,-94.8951061
3405,126898000.0,Valley Premier Bank,46.8815506,-96.3167077
3406,126886000.0,The First State Bank,38.4089817,-82.2955603
3407,126586000.0,Illini State Bank,,
3408,126505000.0,First State Bank,42.3312696,-83.0482988
3409,126341000.0,"Peoples Bank of Wyaconda, Missouri",,
3410,126263000.0,The Haverford Trust Company,,
3411,126150000.0,The Farmers National Bank of Lebanon,,
3412,126123000.0,Oklahoma Capital Bank,36.046931,-95.9225975
3413,126077000.0,Park State Bank & Trust,38.9915004,-105.0609525
3414,126051000.0,Bankers' Bank of Kansas,,
3415,126025000.0,Heartland State Bank,46.3034069,-98.9490884
3416,126017000.0,First National Bank in Pinckneyville,,
3417,125899000.0,Bank of Pensacola,30.407417,-87.213884
3418,125868000.0,Chillicothe State Bank,39.7935874,-93.5539108
3419,125867000.0,"Citizens State Bank, of Arlington",,
3420,125812000.0,The Miners State Bank,,
3421,125428000.0,The Twin Valley Bank,,
3422,125218000.0,RiverBank,37.7360396,-120.9354895
3423,125080000.0,Whitesville State Bank,37.9780924,-81.5328056
3424,125078000.0,SmartBiz Bank,,
3425,125009000.0,The Pineries Bank,44.5226485,-89.5496978
3426,124893000.0,Peoples Savings and Loan Company,,
3427,124814000.0,State Bank of Downs,39.5040676,-98.5447913
3428,124804000.0,Farmers State Bank,35.0916219,-92.4415866
3429,124745000.0,Security Bank of Southwest Missouri,36.6705932,-93.8849596
3430,124598000.0,Equitable Savings and Loan Association,,
3431,124590000.0,The First National Bank of Tom Bean,33.6136856,-95.0797611
3432,124501000.0,Methuen Co-operative Bank,42.7260853,-71.1854022
3433,124457000.0,Fidelity State Bank and Trust Company,,
3434,124424000.0,Union Federal Savings and Loan Association,36.3178921,-82.3498782
3435,124130000.0,Heritage Bank of Schaumburg,,
3436,124100000.0,The First National Bank of Aspermont,,
3437,123898000.0,Planters and Citizens Bank,37.4189732,-77.639833
3438,123822000.0,The American National Bank of Mount Pleasant,,
3439,123603000.0,Carmine State Bank,,
3440,123496000.0,Waldo State Bank,,
3441,123390000.0,State Bank of Reeseville,,
3442,123273000.0,Citizens Community Bank,41.8510298,-87.8519568
3443,123266000.0,"First National Bank, Cortez",37.3506986,-108.5567148
3444,123216000.0,Prime Security Bank,44.7909121,-93.1815913
3445,123199000.0,First Independent Bank,44.4490874,-95.7605213
3446,122960000.0,The First National Bank of Winnsboro,,
3447,122959000.0,The Peoples Bank,34.5086246,-82.6516822
3448,122704000.0,"RG Bank, A Savings and Loan Association",,
3449,122612000.0,Turtle Mountain State Bank,,
3450,122584000.0,Monroe Federal Savings and Loan Association,,
3451,122581000.0,First Commerce Bank,40.2510804,-74.5643783
3452,122376000.0,The First National Bank of Litchfield,,
3453,122344000.0,Auburn Banking Company,32.6279418,-85.450405
3454,122330000.0,WSB Municipal Bank,,
3455,122304000.0,Central Bank,37.9323657,58.3751167
3456,122295000.0,Bluff View Bank,,
3457,122107000.0,The Peoples Bank,34.5086246,-82.6516822
3458,122099000.0,American Heritage Bank,40.0766028,-75.0837766
3459,121961000.0,Westmoreland Federal Savings and Loan Association,,
3460,121850000.0,Security First National Bank of Hugo,,
3461,121781000.0,Marion State Bank,32.5256182,-92.1471063
3462,121741000.0,Evergreen National Bank,39.7420359,-105.5159787
3463,121627000.0,"First Federal Bank, A FSB",,
3464,121484000.0,Southern Illinois Bank,37.8168976,-88.941682
3465,121395000.0,Brickyard Bank,42.0411938,-87.7169536
3466,120966000.0,Community State Bank,41.6272898,-93.5998944
3467,120882000.0,Jonesburg State Bank,,
3468,120834000.0,Security State Bank,30.0434179,-99.145428
3469,120815000.0,The Citizens State Bank,38.0566411,-97.3454658
3470,120685000.0,First National Bank of Fort Stockton,,
3471,120588000.0,Valley State Bank,37.9898395,-100.8523425
3472,120584000.0,Community Bank,43.4769365,-75.3198885
3473,120571000.0,West Central Georgia Bank,,
3474,120442000.0,Guaranty Bank Inc.,,
3475,120331000.0,Freedom Bank,43.2444045,76.9417304
3476,120271000.0,Northwoods Bank of Minnesota,,
3477,120080000.0,Bank of Winona,33.4892104,-89.7354143
3478,120041000.0,Bank of Hartington,,
3479,119834000.0,First State Bank of Brownsboro,,
3480,119377000.0,Alton Bank,57.5783818,-3.8944827
3481,119293000.0,Farmers and Merchants Bank of Ashland,,
3482,119288000.0,First Central Bank,32.0197108,44.3297199
3483,119275000.0,National Bank of St. Anne,41.5492646,-73.0383014
3484,119220000.0,Farmers and Merchants State Bank of Springfield,,
3485,118829000.0,COREBANK,,
3486,118783000.0,Bank of Hazlehurst,,
3487,118573000.0,Citizens Savings Bank,40.7161162,-73.996551
3488,118539000.0,Stoughton Co-operative Bank,42.1238459,-71.1008161
3489,118382000.0,The Salyersville National Bank,,
3490,118365000.0,Community Bank,43.4769365,-75.3198885
3491,118356000.0,River Falls State Bank,44.8572695,-92.6244932
3492,118341000.0,Great Plains Bank,36.1193239,-97.0589985
3493,118325000.0,CBL State Savings Bank,34.9368176,-82.22576
3494,118311000.0,Exchange State Bank,43.4214548,-82.8506828
3495,118239000.0,First Bank,44.9405611,26.025349
3496,118137000.0,First State Bank of Roscoe,,
3497,118109000.0,Liberty Bank,41.9244199,-87.7004267
3498,118053000.0,Bank of Cashton,,
3499,118015000.0,Citizens Bank & Trust Company,38.368023,-85.1803693
3500,118001000.0,Del Norte Bank,37.4682959,-105.8695425
3501,117778000.0,"Citizens Bank & Trust, Inc.",,
3502,117395000.0,Farmers Savings Bank,14.8665458,120.9976397
3503,117357000.0,POINTWEST BANK,,
3504,117207000.0,The Citizens National Bank of Quitman,,
3505,116919000.0,The Farmers and Merchants Bank,35.9259371,-86.8656103
3506,116753000.0,The First Bank of Okarche,,
3507,116616000.0,Citizens Bank,40.619286,-74.0325034
3508,116545000.0,The State Bank of Toledo,,
3509,116379000.0,Farmers State Bank & Trust Co.,30.1023791,-91.9963327
3510,116321000.0,Clay County Savings Bank,39.2479873,-94.4196126
3511,116246000.0,United Trust Bank,39.1932159,-96.5858532
3512,116203000.0,First New Mexico Bank of Silver City,,
3513,116050000.0,Bank Plus,30.4497026,-91.1837876
3514,115948000.0,Jackson County Bank,39.228921,-85.9035962
3515,115924000.0,State Bank of Table Rock,40.1785046,-96.0964773
3516,115707000.0,Johnson City Bank,30.2774963,-98.4117451
3517,115481000.0,County Bank,37.3188744,-120.4761589
3518,115469000.0,The First National Bank of Moose Lake,,
3519,115281000.0,The First National Bank of Ely,,
3520,115205000.0,First State Bank,42.3312696,-83.0482988
3521,115022000.0,Hiawatha Bank and Trust Company,42.0340948,-91.6979887
3522,115009000.0,First Security Bank,35.2519554,-91.7370084
3523,114996000.0,The Litchfield National Bank,,
3524,114752000.0,Mason Bank,30.7476018,-99.2314904
3525,114216000.0,Eastbank,50.8423805,-0.230256
3526,114153000.0,Rushville State Bank,,
3527,113815000.0,Security Bank of Texas,31.5344477,-97.4428081
3528,113718000.0,Spratt Savings Bank,,
3529,113593000.0,F&M Bank,37.8258332,-122.2090531
3530,113554000.0,Walden Mutual Bank,43.2060674,-71.5360278
3531,113426000.0,The Citizens Bank,34.3717148,-89.4967153
3532,113412000.0,Bank Michigan,42.0975637,-84.2470423
3533,113260000.0,Fowler State Bank,40.7724599,-87.4385217
3534,113189000.0,Gulf Coast Business Bank,,
3535,113032000.0,Bank of Moundville,,
3536,112834000.0,Millbury National Bank,42.1918724,-71.7603919
3537,112833000.0,Philo Exchange Bank,40.0098526,-88.1619153
3538,112776000.0,Warren Bank and Trust Company,43.3179662,-73.8414057
3539,112754000.0,"Abbeville First Bank, SSB",,
3540,112685000.0,"Maple City Savings Bank, FSB",,
3541,112439000.0,Community Bank of El Dorado Springs,,
3542,112254000.0,"Pickens Savings and Loan Association, FA",,
3543,112251000.0,Commercial Bank of Mott,46.3744789,-102.3266114
3544,112064000.0,St. Clair State Bank (Incorporated),,
3545,112016000.0,ACB Bank,21.0083002,105.8526315
3546,111814000.0,First Security Bank,35.2519554,-91.7370084
3547,111754000.0,The Settlers Bank,47.2275315,29.4118869
3548,111735000.0,First State Bank,42.3312696,-83.0482988
3549,111559000.0,First Federal Savings of Middletown,41.4459791,-74.421463
3550,111553000.0,"First State Bank of the South, Inc.",,
3551,111481000.0,TriCentury Bank,38.9573996,-95.2785961
3552,111427000.0,Moultrie Bank & Trust,,
3553,111219000.0,Farmers Savings Bank,14.8665458,120.9976397
3554,111079000.0,Spencer County Bank,38.1199357,-86.9241621
3555,110972000.0,Bank of New Madrid,36.5850478,-89.5266404
3556,110954000.0,Kalamazoo County State Bank,42.1155851,-85.6373445
3557,110801000.0,"Clay County Bank, Inc.",,
3558,110789000.0,First Farmers & Merchants National Bank,,
3559,110758000.0,ClearPoint Federal Bank & Trust,39.296206,-85.1828988
3560,110737000.0,Kennett Trust Bank,39.7788503,-75.5968581
3561,110676000.0,United Bank & Trust Co.,42.0207013,-92.9131082
3562,110583000.0,The First National Bank of Bagley,,
3563,110414000.0,Oakwood Bank,54.9827284,-2.0885661
3564,110210000.0,First Southeast Bank,36.7259325,-84.1765994
3565,110013000.0,Bank of Dixon County,,
3566,109996000.0,"Merchants & Farmers Bank of Greene County, Alabama",,
3567,109735000.0,Midland Federal Savings and Loan Association,,
3568,109593000.0,Bridge Community Bank,41.8016765,-91.4912061
3569,109506000.0,Community Bank of Trenton,,
3570,109457000.0,Lincoln State Bank,,
3571,109280000.0,Brantley Bank and Trust Company,,
3572,109168000.0,Readlyn Savings Bank,,
3573,109163000.0,Farmers and Mechanics Federal Savings Bank,,
3574,109036000.0,FNB Coweta,36.0177334,-95.7076155
3575,109009000.0,Farmers and Merchants State Bank,32.75966,-97.79718
3576,108999000.0,Streator Home Savings Bank,41.1196731,-88.8331008
3577,108812000.0,First Central Bank McCook,,
3578,108618000.0,HomePride Bank,,
3579,108556000.0,Flora Bank & Trust,,
3580,108536000.0,Schuyler Savings Bank,,
3581,108417000.0,The Farmers and Merchants National Bank of Fairview,,
3582,108413000.0,Rocky Mountain Bank & Trust,38.7766751,-104.8132293
3583,108256000.0,Red River State Bank,,
3584,108069000.0,Community Bankers' Bank,,
3585,108020000.0,Spur Security Bank,,
3586,107865000.0,"Peoples Bank, Mt. Washington",48.4372499,-122.3361212
3587,107774000.0,Priority Bank,36.0888212,-94.1119483
3588,107748000.0,Blissfield State Bank,,
3589,107710000.0,First Community Bank of Moultrie County,,
3590,107692000.0,"Concordia Bank of Concordia, Missouri",,
3591,107485000.0,"Home Savings and Loan Association of Carroll County, F.A.",,
3592,107395000.0,Farmers & Merchants Bank of North Dakota,,
3593,106882000.0,MINNESOTA LAKES BANK,45.1807163,-93.8724416
3594,106686000.0,Banner Banks,44.8274143,-89.1682256
3595,106530000.0,The Hamilton Bank,23.178689,72.6368721
3596,106422000.0,The Wilson State Bank,,
3597,106344000.0,The State Bank,42.5148925,-83.3323181
3598,106298000.0,All Capital Bank,27.7962601,-97.3918951
3599,106117000.0,First State Bank of Golva,,
3600,106051000.0,The Commercial Bank Of Ozark,,
3601,105859000.0,First Federal Savings Bank of Angola,41.6344531,-84.9972959
3602,105821000.0,The Buckholts State Bank,,
3603,105795000.0,Community National Bank of Okarche,,
3604,105755000.0,Bonduel State Bank,,
3605,105508000.0,Federated Bank,41.1401187,-87.8513572
3606,105416000.0,The Chesapeake Bank & Trust Co.,,
3607,105223000.0,Citizens Bank of Rogersville,37.8319866,-85.9319293
3608,105039000.0,Commercial State Bank,33.5191868,-101.9598829
3609,104916000.0,State Bank of Cherry,,
3610,104828000.0,Connect Bank,33.9434558,-91.8442595
3611,104759000.0,Progressive National Bank,32.4788491,-93.7196149
3612,104755000.0,"Citizens State Bank of Waverly, Inc.",,
3613,104706000.0,The Southern Bank Company,,
3614,104688000.0,"Community Bank of Wichita, Inc.",,
3615,104603000.0,Miami Savings Bank,39.029907,-74.9337088
3616,104496000.0,First State Bank,42.3312696,-83.0482988
3617,104392000.0,Woodsfield Savings Bank,,
3618,103881000.0,Bank of Gleason,,
3619,103848000.0,The First National Bank of Williamson,,
3620,103627000.0,Bank of Commerce and Trust Company,,
3621,103617000.0,Citizens State Bank,41.1394038,-96.0511266
3622,103440000.0,Peoples Bank of Graceville,,
3623,103300000.0,Farmers and Merchants Savings Bank,,
3624,103153000.0,Peoples Bank of Greensboro,,
3625,103112000.0,Grand Marais State Bank,47.7528911,-90.3295996
3626,103079000.0,Great Nations Bank,,
3627,102892000.0,COMMUNITY FIRST BANK,32.7566658,-79.9726275
3628,102767000.0,Bank of Oak Ridge,36.1140936,-79.8799586
3629,102656000.0,The Bank of Milan,35.8032339,-88.7833366
3630,102591000.0,Limebank,45.2775238,-75.666521
3631,102582000.0,First State Bank,42.3312696,-83.0482988
3632,102506000.0,Security State Bank of Aitkin,,
3633,102141000.0,The Granville National Bank,,
3634,102103000.0,Bank of Kampsville,39.1577551,-90.618148
3635,102044000.0,"The Samson Banking Company, Inc.",,
3636,101903000.0,The State Bank of Geneva,,
3637,101731000.0,Icon Business Bank,,
3638,101434000.0,DNB NATIONAL BANK,39.8439252,-75.4434259
3639,101176000.0,Elk State Bank,39.5602098,-97.657853
3640,101066000.0,"The First National Bank of Nevada, Missouri",,
3641,100830000.0,"The Riley State Bank of Riley, Kansas",,
3642,100819000.0,First Community Bank of Hillsboro,,
3643,100575000.0,Conway Bank,33.6837201,-78.9621501
3644,100573000.0,First Community Bank,-1.2856167,36.8223468
3645,100501000.0,Community State Bank,41.6272898,-93.5998944
3646,100385000.0,West Plains Bank,42.8240036,-99.7490469
3647,100294000.0,The Peoples Bank,34.5086246,-82.6516822
3648,100209000.0,Mid-Central National Bank,,
3649,100095000.0,The Hamler State Bank,,
3650,100043000.0,Bank of Brookfield - Purdin,,
3651,99966000.0,Bank of Buffalo,37.5403431,-85.7353199
3652,99936000.0,The Baltic State Bank,,
3653,99791000.0,The State Bank of Wynnewood,,
3654,99649000.0,G. W. Jones Exchange Bank,,
3655,99648000.0,Rushford State Bank (Incorporated),,
3656,99568000.0,The Commercial Bank,30.74873,-99.23322
3657,99466000.0,The Peoples Bank,34.5086246,-82.6516822
3658,99446000.0,Key Community Bank,,
3659,99248000.0,Eastern National Bank,0.0469804,37.6553183
3660,99083000.0,Stockmens National Bank in Cotulla,,
3661,98888000.0,State Bank of Bottineau,48.9708676,-101.2826318
3662,98700000.0,Produce State Bank,,
3663,98698000.0,First Federal Savings and Loan Bank,37.2502706,-83.1960328
3664,98150000.0,Countryside Bank,41.9424126,-87.6524676
3665,97890000.0,The First National Bank of Coleraine,,
3666,97869000.0,"The Lytle State Bank of Lytle, Texas",,
3667,97814000.0,Community Bank,43.4769365,-75.3198885
3668,97803000.0,Custer Federal State Bank,,
3669,97723000.0,McIntosh County Bank,33.3842455,-84.5725567
3670,97399000.0,Cedar Valley Bank & Trust,,
3671,97363000.0,Citizens Bank & Trust,39.2472051,-94.5753306
3672,97359000.0,The State Bank of Bern,,
3673,97336000.0,Fidelity Bank of Texas,,
3674,97136000.0,"Belmont Savings Bank, SSB",,
3675,97135000.0,American Interstate Bank,,
3676,96954000.0,The Iuka State Bank,,
3677,96837000.0,Fidelity Federal Savings and Loan Association of Delaware,,
3678,96771000.0,Princeville State Bank,,
3679,96680000.0,Dedicated Community Bank,,
3680,96395000.0,First Bank,44.9405611,26.025349
3681,96164000.0,The Glen Burnie Mutual Savings Bank,,
3682,96030000.0,Richland County Bank,43.3350503,-90.3863995
3683,95811000.0,Midwest National Bank,,
3684,95740000.0,Twin Cedars Bank,,
3685,95735000.0,First State Bank of Bigfork,,
3686,95641000.0,The Cowboy Bank of Texas,,
3687,95603000.0,The National Bank of Adams County of West Union,,
3688,95566000.0,Cleo State Bank,,
3689,95360000.0,Western National Bank,31.9054271,-102.2840413
3690,95282000.0,The Bendena State Bank,,
3691,95097000.0,Bank of Erath,,
3692,95076000.0,Security State Bank,30.0434179,-99.145428
3693,94835000.0,The First National Bank of Sparta,,
3694,94793000.0,Heritage Bank Minnesota,44.4436415,-93.1764133
3695,94780000.0,Farmers State Bank of Underwood,,
3696,94770000.0,Chester National Bank,,
3697,94666000.0,Logan County Bank,35.3611195,-93.5364655
3698,94162000.0,Bedford Loan & Deposit Bank,38.5932935,-85.3171374
3699,94089000.0,Clay County State Bank,,
3700,94071000.0,Metz Banking Company,,
3701,93963000.0,The Baldwin State Bank,,
3702,93718000.0,Zenith Bank & Trust,5.6377978,-0.241022
3703,93715000.0,First State Bank of Beecher City,,
3704,93649000.0,Agility Bank,29.8081095,-95.4104434
3705,93535000.0,Arlo Bank,,
3706,93418000.0,Integro Bank,,
3707,93360000.0,Century Bank of Florida,25.6942044,-80.3013642
3708,93279000.0,The First State Bank of Healy,,
3709,93275000.0,Spectra Bank,49.13813,-102.9878506
3710,93247000.0,Fredonia Valley Bank,37.2048539,-88.0600923
3711,93123000.0,Headwaters State Bank,,
3712,93017000.0,The State Exchange Bank,32.0115422,112.1535743
3713,92764000.0,Sibley State Bank,,
3714,92677000.0,Ascent Bank,46.5894639,-112.0097834
3715,92635000.0,Anna State Bank,,
3716,92600000.0,Community Bank of Oelwein,,
3717,92531000.0,The Farmers Bank,40.0351249,-85.9960907
3718,92472000.0,The Bank of Magnolia Company,,
3719,92166000.0,First State Bank of Le Center,,
3720,92137000.0,Corydon State Bank,,
3721,92094000.0,Hershey Bank,41.1584628,-101.0026307
3722,91819000.0,"Dalhart Federal Savings & Loan Association, SSB",,
3723,91755000.0,Prairie Sun Bank,43.169147,-89.2655618
3724,91723000.0,The Farmers State Bank of Brush,,
3725,91435000.0,KeySavings Bank,44.3884044,-89.8167689
3726,91410000.0,Citizens Bank & Trust Co.,44.8908829,-94.3696712
3727,91279000.0,First State Bank,42.3312696,-83.0482988
3728,91178000.0,Exchange State Bank,43.4214548,-82.8506828
3729,91118000.0,The Citizens National Bank of McConnelsville,,
3730,91089000.0,Wahoo State Bank,41.2104273,-96.6229615
3731,91066000.0,The Citizens Bank of Edina,,
3732,90949000.0,First National Bank,40.5530732,-105.1183686
3733,90835000.0,Farmers Building and Savings Bank,,
3734,90730000.0,Strasburg State Bank,,
3735,90719000.0,Bank of Wrightsville,,
3736,90713000.0,"First Mutual Bank, FSB",,
3737,90654000.0,Security State Bank,30.0434179,-99.145428
3738,90247000.0,TPNB Bank,,
3739,90209000.0,First National Bank,40.5530732,-105.1183686
3740,90197000.0,Pocahontas State Bank,42.6307069,-94.6009059
3741,89482000.0,Carver State Bank,,
3742,89438000.0,County Savings Bank,40.6937373,-73.851612
3743,89195000.0,Nashville Savings Bank,,
3744,89169000.0,Eastern International Bank,34.0599041,-118.2385165
3745,89009000.0,California Business Bank,,
3746,88883000.0,CentreBank,,
3747,88538000.0,Currie State Bank,,
3748,88534000.0,Peoples Bank of Altenburg,,
3749,88500000.0,White State Bank,41.2138906,-91.5385783
3750,88467000.0,First State Bank of Harvey,,
3751,88339000.0,Northern State Bank of Virginia,47.5231117,-92.5410581
3752,88308000.0,American Metro Bank,41.85262,-87.6340754
3753,88290000.0,First National Bank of Kansas,38.6338978,-95.8376153
3754,88084000.0,Bank of Calhoun County,39.1570369,-90.6183628
3755,88023000.0,Covington County Bank,31.5626705,-89.508028
3756,87990000.0,Home Savings Bank,39.0942844,-84.5467524
3757,87845000.0,Owingsville Banking Company,,
3758,87822000.0,Security State Bank of Wanamingo,44.3034316,-92.7911722
3759,87476000.0,First Naturalstate Bank,,
3760,87475000.0,1st Equity Bank,,
3761,87434000.0,Maynard Savings Bank,42.4189119,-71.4471649
3762,87381000.0,First State Bank of Randolph County,31.7567591,-84.6141327
3763,87377000.0,FNNB Bank,,
3764,87327000.0,Platte Valley Bank,39.248392,-94.6533806
3765,87278000.0,Home Federal Savings and Loan Association of Niles,,
3766,87231000.0,Community Bank Owatonna,,
3767,87216000.0,The Stockgrowers State Bank,,
3768,87115000.0,Bank of Eufaula,35.2867349,-95.58218
3769,87066000.0,First National Bank in Fredonia,,
3770,87058000.0,"American Exchange Bank, Lindsay, Oklahoma",,
3771,87039000.0,Pikes Peak National Bank,38.8462004,-104.8615371
3772,86954000.0,Henderson Federal Savings Bank,,
3773,86599000.0,The Bank of Grain Valley,,
3774,86592000.0,"The Exchange State Bank of St. Paul, Kansas",,
3775,86520000.0,Solon State Bank,41.8734422,-91.5874701
3776,86422000.0,Peoples Exchange Bank,38.0024541,-84.5460794
3777,86381000.0,Global Innovations Bank,,
3778,86309000.0,The First Security Bank,34.9579157,-92.0089782
3779,86282000.0,Bank of Walker County,47.1020375,-94.5839674
3780,86265000.0,Mayville State Bank,43.2832724,-83.5305114
3781,86093000.0,Summit National Bank,45.6705189,-108.7701376
3782,86078000.0,Bank of Louisiana,29.9210811,-90.0411333
3783,85987000.0,"Worthington Federal Savings Bank, FSB",,
3784,85600000.0,First Capital Bank,37.5366499,-77.4370678
3785,85506000.0,Home Savings Bank,39.0942844,-84.5467524
3786,85404000.0,The Benton State Bank,,
3787,85323000.0,Monroe Savings Bank,43.1579605,-77.6042833
3788,85249000.0,First Bank of Beloit,42.5225734,-89.0698093
3789,84736000.0,The First National Bank of Trinity,,
3790,84734000.0,First State Bank Minnesota,43.7011817,-92.4024518
3791,84716000.0,Collinsville Building and Loan Association,,
3792,84700000.0,Pioneer Federal Savings and Loan Association,,
3793,84660000.0,Senath State Bank,,
3794,84627000.0,Oklahoma Heritage Bank,36.154301,-95.9574687
3795,84488000.0,Bison State Bank,,
3796,84382000.0,Bank of Bozeman,45.6706774,-111.080588
3797,84336000.0,The International Bank of Amherst,,
3798,84299000.0,Community First Bank,32.7566658,-79.9726275
3799,84273000.0,The Sherwood State Bank,,
3800,84251000.0,Williamsville State Bank & Trust,,
3801,84169000.0,Lone Oak Bank,35.3197728,-99.7359342
3802,84047000.0,First Farmers & Merchants State Bank,,
3803,84042000.0,Hodge Bank & Trust Company,,
3804,84038000.0,Investors Community Bank,44.4981308,-89.509279
3805,84007000.0,Hometown Community Bank,40.6809741,-89.6426798
